genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmenttreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT3G53460.4,-0.009031346913235021,0.8984977158904506,10.366285420401349,29.415617881493574,4.097129924676986e-7,7.560228431026693e-6,AT3G53460,CP29,chloroplast RNA-binding protein 29
AT2G43700.1,1.050960620252859,-0.404857724595414,2.099092078599378,29.411184217135546,4.1062226489337445e-7,7.572848158587909e-6,AT2G43700,LecRK-V.4,L-type lectin receptor kinase V.4
AT3G44350.2,-0.387326670652533,-3.09030447582617,-1.170699561142993,29.40701125685989,4.1147991451653565e-7,7.580402547005479e-6,AT3G44350,anac061;NAC061,NAC domain containing protein 61;NAC domain containing protein 61
AT3G51430.1,-0.3653735768761442,-0.35945286553021105,4.926733174495702,29.40699590122012,4.114830737973333e-7,7.580402547005479e-6,AT3G51430,SSL5;YLS2,STRICTOSIDINE SYNTHASE-LIKE 5;YELLOW-LEAF-SPECIFIC GENE 2
AT5G66920.1,-0.42575425077905166,-0.14034186293212847,6.709259090488099,29.40371848916425,4.1215792638223987e-7,7.588674324545766e-6,AT5G66920,sks17,SKU5  similar 17
AT5G21222.1,-0.37413345644153045,1.0154763679665126,5.72442678162135,29.39492262379421,4.1397456098833897e-7,7.617948082327583e-6,AT5G21222,NA,NA
AT4G20430.1,0.3055293504151722,0.40668001540718224,4.415997779202157,29.387801838075717,4.154511000289536e-7,7.640934791008702e-6,AT4G20430,NA,NA
AT1G33560.1,-0.6310188704968793,-0.38298346811154854,4.477192949101391,29.382675093714457,4.165174219272356e-7,7.65635580503226e-6,AT1G33560,ADR1,ACTIVATED DISEASE RESISTANCE 1
AT3G25610.1,-0.41569153607595516,-0.9102663215675092,5.326907144302531,29.369033333274455,4.1936814855181283e-7,7.704542661365782e-6,AT3G25610,ALA10,Aminophospholipid ATPase10
AT3G12345.1,0.01709143236779001,0.6040705468790554,6.202474256002116,29.350102619996257,4.2335646327451637e-7,7.773564961175027e-6,AT3G12345,NA,NA
AT4G14220.1,-0.021053401837356444,-0.7818236617835791,5.270869893380304,29.345454880500863,4.2434143257892977e-7,7.787395312680065e-6,AT4G14220,RHF1A,RING-H2 group F1A
AT3G16330.1,-0.45130720111049444,-0.841118701819934,1.9960631625143468,29.343985473764224,4.2465331221424325e-7,7.788864954706878e-6,AT3G16330,NA,NA
AT1G29690.1,-0.9128720932303989,0.10472638482927123,5.054315489076181,29.335487375128025,4.2646152395084206e-7,7.817763299397814e-6,AT1G29690,CAD1;NSL2,constitutively activated cell death 1;necrotic spotted lesion 2
AT3G16810.1,0.5915391797763191,-0.429316118876786,5.060867840562765,29.273355232606367,4.3991794489373897e-7,8.060045138669257e-6,AT3G16810,APUM24;PUM24,pumilio 24;pumilio 24
AT1G78450.1,-1.2388044216581846,1.6940419869364394,3.0899861543633698,29.2654008255349,4.41671072060451e-7,8.087755511376172e-6,AT1G78450,NA,NA
AT1G18060.1,0.2779683448113771,0.4135200876026335,5.463111165867148,29.244830909531267,4.4623708084205366e-7,8.166916334670309e-6,AT1G18060,NA,NA
AT5G64660.1,-0.7018859631238967,0.01646668139864639,3.310598637573493,29.238238894253193,4.477103082199557e-7,8.189418495812168e-6,AT5G64660,ATCMPG2;CMPG2,"NA;""CYS, MET, PRO, and GLY protein 2"""
AT2G07811.1,-1.7063402903633782,0.24049591050113647,-0.04577302250619042,29.230422253034405,4.494635274844049e-7,8.217014935000528e-6,AT2G07811,NA,NA
AT3G54880.1,-0.6288965730383301,1.0098782424905135,5.025005373896704,29.20873209247382,4.5436452333365157e-7,8.297662044982572e-6,AT3G54880,NA,NA
AT4G04510.1,6.389868635032955e-4,-5.455123401193583,-0.6390498348601922,29.20871356311015,4.543687328958971e-7,8.297662044982572e-6,AT4G04510,CRK38,cysteine-rich RLK (RECEPTOR-like protein kinase) 38
AT4G37240.1,-1.4663222941371317,1.2819650633783948,3.4260941353336922,29.196213370405786,4.572174744369455e-7,8.345150231412407e-6,AT4G37240,NA,NA
AT1G08650.1,0.4599467290247994,-1.1654744775867945,5.308161398051626,29.167365855164903,4.6386005881908517e-7,8.458797958052256e-6,AT1G08650,ATPPCK1;PPCK1,PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE 1;phosphoenolpyruvate carboxylase kinase 1
AT1G53040.1,0.4983987749201853,-0.20851741066378804,5.1316484499393855,29.166988780194714,4.6394752207280246e-7,8.458797958052256e-6,AT1G53040,NA,NA
AT2G35650.1,-0.7488722095309859,0.5566222662211762,4.444339325948101,29.160750994889455,4.653967834611428e-7,8.48061969515256e-6,AT2G35650,ATCSLA07;ATCSLA7;CSLA07;CSLA07;CSLA7,cellulose synthase like;NA;NA;cellulose synthase like;CELLULOSE SYNTHASE LIKE A7
AT5G28460.1,0.5644561239705943,0.24435808623227215,4.109513347703943,29.15571408065197,4.6657034246221375e-7,8.497396556864666e-6,AT5G28460,NA,NA
AT4G23810.1,-1.477997454036378,-0.5067742436011292,5.415212789446385,29.146427296702694,4.687418491226373e-7,8.532320484408914e-6,AT4G23810,ATWRKY53;WRKY53,NA;NA
AT2G05320.1,0.02905357847089427,-0.7076555128924313,4.022043965187676,29.133740705580884,4.7172466766145383e-7,8.581966585143569e-6,AT2G05320,GNT-II;GNT2,N-acetylglucosaminyltransferase II;N-acetylglucosaminyltransferase II
AT1G12940.1,-3.0634265817724056,1.3669163060953682,0.5309322947123908,29.13258870083037,4.7199646045962783e-7,8.582264645218839e-6,AT1G12940,ATNRT2.5;NRT2.5,nitrate transporter2.5;nitrate transporter2.5
AT3G46600.1,-1.0726122152312993,0.6988452723492717,5.943957316716516,29.115393771268174,4.7607192764440213e-7,8.651686810550136e-6,AT3G46600,NA,NA
AT3G16785.1,-0.03943497534546954,-0.5457661518763196,5.927603477516861,29.08828843642913,4.825678915382165e-7,8.762401932384238e-6,AT3G16785,PLD ZETA 1;PLDP1;PLDZ1;PLDZETA1,PHOSPHOLIPASE D ZETA 1;phospholipase D P1;PHOSPHOLIPASE D ZETA1;NA
AT4G01740.1,-0.3729314911225211,-0.5233054298262674,2.8943486547158246,29.08780010564272,4.82685732302935e-7,8.762401932384238e-6,AT4G01740,NA,NA
AT3G57640.1,-1.0432977700739947,-0.5041350395084985,1.5776582150122649,29.081177024550357,4.842868152388871e-7,8.786720067849397e-6,AT3G57640,NA,NA
AT1G12090.1,0.305745411367037,0.8924899208798329,9.708741859055877,29.078041954880916,4.850465469891961e-7,8.795755030723674e-6,AT1G12090,ELP,extensin-like protein
AT1G52410.2,0.5977893217093229,0.27794530375237303,5.169112128401829,29.07236110902202,4.864262428553855e-7,8.81601651155699e-6,AT1G52410,AtTSA1;TSA1,NA;TSK-associating protein 1
AT2G22840.1,0.5333728104939758,0.21416824678369867,3.948365183821154,29.066433878681917,4.878699613040874e-7,8.837415870479753e-6,AT2G22840,AtGRF1;GRF1,growth-regulating factor 1;growth-regulating factor 1
AT2G04240.1,-0.06657446213073895,0.8986526487395037,3.9844552190802984,29.05402042773139,4.909074529085773e-7,8.887646677065739e-6,AT2G04240,XERICO,"NA"
AT3G15750.1,1.2972487296934005,-0.8744024045754287,1.514242873507985,29.047821258922,4.924314226100033e-7,8.910436544179499e-6,AT3G15750,NA,NA
AT2G46330.1,-0.9230371937717383,0.7955308365986813,6.433545374121259,29.033425529138427,4.959886643730608e-7,8.969973681519692e-6,AT2G46330,AGP16;ATAGP16,arabinogalactan protein 16;NA
AT1G44030.1,-5.406195593402872,1.6089754093954016,-1.8380333869073135,29.016612235218318,5.001758413704703e-7,9.040833040199325e-6,AT1G44030,NA,NA
AT1G12220.1,-0.673039474119909,0.08289875962049881,3.7541233627221877,29.01103632606419,5.015722545605379e-7,9.061199407388813e-6,AT1G12220,RPS5,RESISTANT TO P. SYRINGAE 5
AT5G63800.1,0.13643857031597703,0.518034804626048,6.704724153441462,28.986983543079326,5.076407769257378e-7,9.165902948016465e-6,AT5G63800,BGAL6;MUM2,beta-galactosidase 6;MUCILAGE-MODIFIED 2
AT2G02080.1,0.40314485093683383,0.43984553354604017,5.109243885353718,28.971277777830146,5.116429139516645e-7,9.23320364908906e-6,AT2G02080,AtIDD4;IDD4;IME,indeterminate(ID)-domain 4;indeterminate(ID)-domain 4;IMPERIAL EAGLE
AT1G12860.1,-0.15404003000611277,1.0648364746403491,5.626145274124961,28.95991655668027,5.14557628941659e-7,9.278670202763993e-6,AT1G12860,ICE2;SCRM2,INDUCER OF CBF EXPRESSION 2;SCREAM 2
AT3G52070.1,-0.7051785809422306,2.0226636135637106,1.9792184072926382,28.959306382587876,5.147146377582311e-7,9.278670202763993e-6,AT3G52070,NA,NA
AT3G05470.1,0.4978865353560882,0.21296106975954196,3.452565157033871,28.945738073456845,5.182184130561525e-7,9.33497341777866e-6,AT3G05470,NA,NA
AT4G04710.1,-0.5931499366513615,-1.3746720765958522,0.19488552177591792,28.945062230286695,5.183935598349794e-7,9.33497341777866e-6,AT4G04710,CPK22,calcium-dependent protein kinase 22
AT1G17970.1,-0.4404797236811967,1.1092113580484146,3.7904903141368917,28.906858200083988,5.283911040678858e-7,9.509907808724745e-6,AT1G17970,NA,NA
AT2G45340.1,0.293172069764273,0.40451803510626455,5.064046334434435,28.903207601559338,5.293564567210796e-7,9.522181830161516e-6,AT2G45340,NA,NA
AT3G58620.1,-0.7707826411538341,0.22011178786802021,5.218936024596741,28.902100227347447,5.296496357228415e-7,9.522357977292093e-6,AT3G58620,TTL4,tetratricopetide-repeat thioredoxin-like 4
AT3G26210.1,-0.23243839440746494,-1.2520445245432976,5.48198434614272,28.898943947554162,5.304861568442811e-7,9.532297241861781e-6,AT3G26210,CYP71B23,"""cytochrome P450, family 71, subfamily B, polypeptide 23"""
AT1G48540.1,0.2666942039244503,0.3137561062957301,5.7714024531848285,28.871550708462806,5.378020107735543e-7,9.658590681995174e-6,AT1G48540,NA,NA
AT3G16910.1,-0.36339819076383206,-0.21956367055571496,5.940204837941604,28.869448006802937,5.38367726694764e-7,9.663585658331976e-6,AT3G16910,AAE7;ACN1,acyl-activating enzyme 7;ACETATE NON-UTILIZING 1
AT3G47050.1,-0.872556065948826,-1.0693221034793603,0.09152850745796787,28.85358311472375,5.426552825566035e-7,9.735345864638008e-6,AT3G47050,NA,NA
AT4G37920.1,0.03220291222947253,0.5775165033232573,5.683395066214189,28.84154554638306,5.459312563813608e-7,9.788891182991721e-6,AT4G37920,NA,NA
AT1G04180.1,-0.7501581318955368,-0.38574305533148046,1.3163663102458047,28.836136312130115,5.474097899395544e-7,9.810167339492751e-6,AT1G04180,YUC9,YUCCA 9
AT1G17060.1,-0.8573440483673214,0.33105673291410304,3.776733310733805,28.827520959286062,5.497729403743363e-7,9.847265640969322e-6,AT1G17060,CHI2;CYP72C1;SHK1;SOB7,CHIBI 2;cytochrome p450 72c1;SHRINK 1;SUPPRESSOR OF PHYB-4 7
AT3G18050.1,-0.1435871758617772,1.1012820476293497,6.73824586666294,28.815579916205316,5.530651900008803e-7,9.900957120090345e-6,AT3G18050,NA,NA
AT3G24503.1,-0.19623929405879592,-0.41079290819041764,8.205099053258603,28.81056044563354,5.544549804972482e-7,9.920551786298473e-6,AT3G24503,ALDH1A;ALDH2C4;REF1,aldehyde dehydrogenase 1A;aldehyde dehydrogenase 2C4;REDUCED EPIDERMAL FLUORESCENCE1
AT5G48970.1,-0.21661179030837702,-0.327039558394698,4.708624517143719,28.798405926257004,5.578348070387019e-7,9.975713244339788e-6,AT5G48970,NA,NA
AT2G43620.1,-1.0768226374939434,-1.1819199292673837,5.803806961651581,28.761124252427013,5.683308381755413e-7,1.0158006821475818e-5,AT2G43620,NA,NA
AT4G15233.2,-0.9663521444007165,0.19402840639214866,5.673547296285456,28.751282228953098,5.711344936535772e-7,1.0202690726075227e-5,AT4G15233,ABCG42,ATP-binding cassette G42
AT3G56410.2,-0.5609348477304834,0.08175801918655538,6.082481119281444,28.718073869159273,5.806968816428519e-7,1.036800032782312e-5,AT3G56410,NA,NA
AT5G65660.1,-0.5640339523837765,0.9583768322427926,7.131060836211481,28.682123663293154,5.912293453339273e-7,1.055044527982508e-5,AT5G65660,NA,NA
AT5G45150.1,1.2691848146008782,-0.306651439705904,0.8458345710417536,28.661597637849802,5.973283833449437e-7,1.0653624382779618e-5,AT5G45150,RTL3,RNAse THREE-like protein 3
AT3G15630.1,-0.9440360264815351,1.7147285259341258,5.781181360601723,28.642430227101723,6.030805219568182e-7,1.0750510185036077e-5,AT3G15630,NA,NA
AT3G47380.1,0.2525990534367648,-1.9096391144181593,2.4623579899251817,28.635965047462086,6.050331882969053e-7,1.0779599784280283e-5,AT3G47380,AtPMEI11,"NA"
AT5G12950.1,-0.03823928536177571,0.7628345747880989,6.240976024654321,28.630037141728067,6.068291383909215e-7,1.0805867889884336e-5,AT5G12950,NA,NA
AT3G08590.1,-0.058624836370616405,-0.5598614955256023,6.94078517323624,28.60993439322738,6.129593621421309e-7,1.0909248139141887e-5,AT3G08590,iPGAM2,"2,3-biphosphoglycerate-independent phosphoglycerate mutase 2"
AT5G12480.1,-0.19340649781329275,-0.4465400253146722,5.976429366119671,28.579736926443598,6.222844938147877e-7,1.1069350747043143e-5,AT5G12480,CPK7,calmodulin-domain protein kinase 7
AT4G21320.1,-0.17795084924374124,-1.2270732185473834,1.4510688137020262,28.574264682541,6.239894715280681e-7,1.1093806466818065e-5,AT4G21320,HSA32,HEAT-STRESS-ASSOCIATED 32
AT1G52620.1,-0.5718178493407835,-0.16496146661934044,3.183162051716956,28.569110753030934,6.255995440627878e-7,1.1116549909887781e-5,AT1G52620,PPR19,pentatricopeptide repeat protein 19
AT1G20650.1,0.1371014841910979,0.7356623941222762,4.156692916306066,28.56704225163664,6.262469055366922e-7,1.1122171522116242e-5,AT1G20650,ASG5,ALTERED SEED GERMINATION 5
AT5G49910.1,-0.156580190257849,-0.6018317692389824,8.88426944508682,28.5620003544895,6.27827633409595e-7,1.1144355064886007e-5,AT5G49910,cpHsc70-2;HSC70-7,chloroplast heat shock protein 70-2;HEAT SHOCK PROTEIN 70-7
AT3G59880.1,-0.3380290192241838,-1.2923138247047703,2.535978138289203,28.555937534178568,6.297337240850501e-7,1.117228753785948e-5,AT3G59880,NA,NA
AT3G57020.1,0.6933366136407242,-1.2090983345585622,5.561467621804635,28.543054650271074,6.338032099224877e-7,1.1238551693834e-5,AT3G57020,NA,NA
AT2G24720.1,0.2965882977016744,-2.219367987281406,0.6122712583348339,28.540859355053403,6.344992844527156e-7,1.124496041992624e-5,AT2G24720,ATGLR2.2;GLR2.2,glutamate receptor 2.2;glutamate receptor 2.2
AT5G55930.1,-0.9898282405574816,0.1866944496095803,6.295397162882184,28.539359765687628,6.34975207042311e-7,1.1247462787050995e-5,AT5G55930,ATOPT1;OPT1,ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 1;oligopeptide transporter 1
AT3G50760.1,-0.1096559018011136,-1.8371969849706407,4.0307077134754055,28.53822808171202,6.353346043471235e-7,1.1247899565475259e-5,AT3G50760,GATL2,galacturonosyltransferase-like 2
AT1G67265.1,-0.12472762365307782,2.8822531680331216,-0.3754965319874303,28.532669118105794,6.37102961738934e-7,1.127326683536159e-5,AT1G67265,DVL3;RTFL21,DEVIL 3;ROTUNDIFOLIA like 21
AT3G13235.1,0.002904468120437356,-0.6033152684760654,5.547213779788548,28.52307314080678,6.401671195368408e-7,1.1321523974040487e-5,AT3G13235,DDI1,DNA-damage inducible 1
AT1G25230.1,-0.22021559583809835,1.3070571691128217,5.069886360584104,28.513199460370096,6.433353363744334e-7,1.1371569685877807e-5,AT1G25230,NA,NA
AT5G08790.1,-0.69008963864671,-0.7465771174359658,6.053413826041402,28.506452968266814,6.455091290652851e-7,1.1403994613486705e-5,AT5G08790,anac081;ATAF2,Arabidopsis NAC domain containing protein 81;NA
AT3G11080.1,-0.017343862665924935,-1.087417355423431,2.628895910782482,28.505323081280128,6.458739082777632e-7,1.1404443019416394e-5,AT3G11080,AtRLP35;RLP35,receptor like protein 35;receptor like protein 35
AT1G70100.3,-0.40688351877980833,1.1351477569305919,5.219762940011859,28.4937601760326,6.496188127420934e-7,1.1464543774033521e-5,AT1G70100,NA,NA
AT3G22910.1,-0.06744545250723046,-1.8530226379283032,1.3649669459030553,28.466700054073357,6.584679244075603e-7,1.1614613751151099e-5,AT3G22910,ACA13,auto-inhibited Ca2+ ATPase 13
AT1G73250.1,-0.3457248394030246,-0.4373483090906332,3.749086376247336,28.441517676695785,6.668112341555842e-7,1.175560917633575e-5,AT1G73250,ATFX;GER1,"ACTIVATING TRANSCRIPTION FACTOR 5;""GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1"""
AT3G60540.1,-0.14655666992225036,-1.9704541943827254,0.6737353717635067,28.43109694203326,6.702946326383913e-7,1.1810823411596867e-5,AT3G60540,NA,NA
AT1G05170.2,0.4143280958470021,-1.5735198998560873,3.641616154378439,28.40723921006211,6.783383684214467e-7,1.1946292377199922e-5,AT1G05170,NA,NA
AT1G03430.1,-0.28891145589172196,-0.32369102703872255,4.5506160508490465,28.393976700761932,6.828515503724047e-7,1.2019475010798085e-5,AT1G03430,AHP5,histidine-containing phosphotransfer factor 5
AT4G21770.1,0.27848618045882306,0.33402282548259093,4.711194692264317,28.392754778134123,6.832688737240525e-7,1.2020523924018646e-5,AT4G21770,NA,NA
AT1G35420.2,-0.009578719879560589,0.667686131110971,5.15831524823096,28.353350413356527,6.968642512178504e-7,1.2253287582115232e-5,AT1G35420,NA,NA
AT5G53160.2,-0.671601912662434,0.9198469434463908,6.3646647202510565,28.34863110670278,6.985105508509411e-7,1.2275811469504874e-5,AT5G53160,PYL8;RCAR3,PYR1-like 8;regulatory components of ABA receptor 3
AT1G16280.1,0.6896097165521304,-0.40395027051917176,3.7598956924709808,28.337378881336527,7.024515257093502e-7,1.233861796491667e-5,AT1G16280,AtRH36;RH36;SWA3,Arabidopsis thaliana RNA helicase 36;RNA helicase 36;SLOW WALKER 3
AT2G28210.1,-0.7763382574736382,-0.8491909175348396,0.9861691173310364,28.33140630991559,7.045523819801345e-7,1.236905388677977e-5,AT2G28210,ACA2;ATACA2,alpha carbonic anhydrase 2;alpha carbonic anhydrase 2
AT5G66520.1,-0.5711890529557486,1.4581501092679685,3.7089600068687107,28.320775680538823,7.083072699700197e-7,1.2428480880173682e-5,AT5G66520,CREF7,Chloroplast RNA Editing Factor 7
AT3G57710.1,-0.08862873798758925,-0.5821896985867178,4.22392683437258,28.294342200448956,7.177309208226607e-7,1.2587262213717665e-5,AT3G57710,RKS1,Resistance related KinaSe 1
AT2G01910.1,-0.43552883613374055,-0.07757540990465063,6.574263626615696,28.28973513724344,7.193861423767125e-7,1.260970952328758e-5,AT2G01910,ATMAP65-6;MAP65-6,NA;NA
AT2G40180.1,-1.7396101817554543,-0.49318888596758936,0.6774655557263024,28.264616490204656,7.284781207116888e-7,1.2762420131467238e-5,AT2G40180,ATHPP2C5;PP2C5,phosphatase 2C5;phosphatase 2C5
AT5G46230.1,-0.2431036784834357,-1.1274602003934058,2.6197427826016773,28.25100075231591,7.334544240771608e-7,1.284290544963041e-5,AT5G46230,NA,NA
AT1G47400.1,1.7593530724269957,-2.088139268228774,2.0848457111794256,28.248885031418656,7.342307270409688e-7,1.2849802546890955e-5,AT1G47400,NA,NA
AT3G04480.1,-0.245111261811107,-0.3310616573486196,5.356941384175876,28.222543548497597,7.439650535519643e-7,1.3013385595759035e-5,AT3G04480,NA,NA
AT3G20620.1,0.7703322420359718,-0.4192755477767509,3.567850598459856,28.210538530223978,7.4844414001359e-7,1.308492195251647e-5,AT3G20620,NA,NA
AT2G36330.1,-0.437908130474347,-0.3876113395468211,3.707080345710384,28.202081300425665,7.516157230308683e-7,1.3133536934624669e-5,AT2G36330,CASPL4A3,CASP-like protein 4A3
AT5G58600.1,0.06003047572944487,0.7319049773221337,4.078052085371487,28.197067796842404,7.535022005688128e-7,1.3159657455048465e-5,AT5G58600,PMR5;TBL44,POWDERY MILDEW RESISTANT 5;TRICHOME BIREFRINGENCE-LIKE 44
AT1G67470.1,-1.1102048707087677,0.5513510946271363,3.4268073764418965,28.17866749571207,7.604665215427874e-7,1.3274387562015968e-5,AT1G67470,NA,NA
AT2G35637.1,-1.8278911022504496,0.96517595380052,0.5176982996147987,28.15699323794196,7.687526128739933e-7,1.3410299143289607e-5,AT2G35637,NA,NA
AT5G67250.1,-0.6466953946313806,0.46368320753141645,4.867303919673782,28.156217506031517,7.690508436735633e-7,1.3410299143289607e-5,AT5G67250,SKIP2;VFB4,SKP1/ASK1-interacting protein 2;VIER F-BOX PROTEINE 4
AT1G71360.1,0.2597431549933094,-0.9808452129264453,4.325891437150429,28.15048376568447,7.712587760146618e-7,1.344182437325968e-5,AT1G71360,AtSUN4;SUN4,NA;SUN-domain protein 4
AT5G11210.1,-0.05976604731768478,-1.5516990006895066,1.1130063413050153,28.117137254207158,7.842259731220363e-7,1.3660736728277171e-5,AT5G11210,ATGLR2.5;GLR2.5,ARABIDOPSIS THALIANA GLU;glutamate receptor 2.5
AT4G01690.1,0.2053053650396957,0.34946772095378825,7.111124588927395,28.10991807160607,7.870618234235078e-7,1.3703031808640781e-5,AT4G01690,HEMG1;PPO1;PPOX,NA;NA;NA
AT5G58380.1,0.08912923794778156,-0.6981160963048538,5.005033590379184,28.09611483635388,7.925126111671335e-7,1.3790786514986029e-5,AT5G58380,CIPK10;PKS2;SIP1;SNRK3.8,CBL-INTERACTING PROTEIN KINASE 10;NA;SOS3-interacting protein 1;SNF1-RELATED PROTEIN KINASE 3.8
AT4G34560.1,0.744497743939751,-0.3430218816042803,3.9803908675382855,28.075285577011662,8.008094658639522e-7,1.3927950140766316e-5,AT4G34560,NA,NA
AT3G07310.1,-0.20168036745658158,1.0927978087350299,5.448981724196925,28.061876762655512,8.06196456706859e-7,1.4014388690255498e-5,AT3G07310,NA,NA
AT2G30660.1,-1.6468843666916124,-0.2529473339005218,-0.49858784621322205,28.04834928250491,8.116678426470159e-7,1.410220416164686e-5,AT2G30660,NA,NA
AT2G47060.4,-0.6866190452148292,-0.07650492506533449,5.616814139886766,28.023337762893057,8.218821011406059e-7,1.4272290626628755e-5,AT2G47060,PTI1-4,Pto-interacting 1-4
AT5G38010.1,-0.8504209118396462,-0.2107580660922096,1.7737234929828665,27.999781644848994,8.316195083490653e-7,1.4433924958442816e-5,AT5G38010,NA,NA
AT4G20070.1,-0.3139081088886255,0.8946620446929695,4.480485165026109,27.989675215955035,8.358324956623492e-7,1.4499557831309375e-5,AT4G20070,AAH;ATAAH,allantoate amidohydrolase;allantoate amidohydrolase
AT2G21230.3,-0.450518837456183,0.0651342925802352,5.172454640808812,27.976272562867457,8.414524918346765e-7,1.4589518385257377e-5,AT2G21230,bZIP30;DKM,basic leucine-zipper 30;DRINK ME
AT3G12500.1,-0.9080940733816002,0.04906076915521995,6.496566448964892,27.96218580281934,8.474000824895482e-7,1.4685063213931821e-5,AT3G12500,ATHCHIB;B-CHI;CHI-B;HCHIB;PR-3;PR3,basic chitinase;NA;NA;basic chitinase;PATHOGENESIS-RELATED 3;PATHOGENESIS-RELATED 3
AT1G20190.1,0.45379592213394,0.24451637367477805,3.8320297605786586,27.944941652108092,8.54738018517259e-7,1.4804591184647906e-5,AT1G20190,ATEXP11;ATEXPA11;ATHEXP ALPHA 1.14;EXP11;EXPA11,NA;expansin 11;NA;EXPANSIN  11;expansin 11
AT4G14370.1,-0.5557810982722773,-1.3158847439413446,3.272600574543759,27.94092653800297,8.564556774266664e-7,1.4826699470835057e-5,AT4G14370,NA,NA
AT2G20010.2,0.018701220918828265,-0.704176676024743,4.8840815367915456,27.93715471716102,8.580724001317488e-7,1.4847038511445428e-5,AT2G20010,NA,NA
AT4G33270.1,0.38468204504666814,0.102186948366701,5.352663918695273,27.930297280677536,8.610195381885858e-7,1.4890364653737962e-5,AT4G33270,AtCDC20.1;CDC20.1,NA;cell division cycle 20.1
AT3G63500.2,-0.3800449394904229,-0.033293048086370666,6.867759231542997,27.929161986815636,8.61508432033344e-7,1.4891155521185403e-5,AT3G63500,OBE4;TTA2,NA;TITANIA 2
AT3G07700.3,-0.13161280958958282,-0.409594910910491,6.23503006130894,27.920131204071886,8.654072755519574e-7,1.495085618154081e-5,AT3G07700,abc1k7;AtSIA1;SIA1,NA;NA;salt-induced ABC1 kinase 1
AT4G38680.1,0.2703896920781957,0.296954639452003,6.191805793291534,27.892771430902737,8.773272952986544e-7,1.5148998857464225e-5,AT4G38680,ATCSP2;CSDP2;CSP2;GRP2,ARABIDOPSIS THALIANA COLD SHOCK PROTEIN 2;COLD SHOCK DOMAIN PROTEIN 2;COLD SHOCK PROTEIN 2;glycine rich protein 2
AT1G02090.1,0.11828510721135124,-0.8011704594209965,5.62236887813947,27.852023930953123,8.95385069923111e-7,1.545286549540646e-5,AT1G02090,ATCSN7;COP15;CSN7;FUS5,ARABIDOPSIS THALIANA COP9 SIGNALOSOME SUBUNIT 7;CONSTITUTIVE PHOTOMORPHOGENIC 15;COP9 SIGNALOSOME SUBUNIT 7;FUSCA 5
AT5G57710.1,-0.18213195791681167,-0.7714974079616558,7.801241761273539,27.83816216229608,9.016124359202056e-7,1.5546830166143765e-5,AT5G57710,SMAX1,SUPPRESSOR OF MAX2 1
AT3G55760.1,0.44702141636488973,0.34412617014025976,5.260321780378302,27.83784591287405,9.017550143983751e-7,1.5546830166143765e-5,AT3G55760,LESV,LIKE EARLY STARVATION
AT1G11380.1,-0.7828921471915571,1.1740752200899223,4.30091535990389,27.8233042768229,9.083354044317297e-7,1.56522493639564e-5,AT1G11380,NA,NA
AT4G34980.1,0.43405737166080016,0.17133021139465554,6.456399838254958,27.81747270425153,9.109877813497283e-7,1.568990847202131e-5,AT4G34980,SLP2,subtilisin-like serine protease 2
AT2G29400.1,-0.41993395277745943,-0.13766246113620606,6.742704287038,27.81226162057439,9.133644930948113e-7,1.572278365623558e-5,AT2G29400,PP1-AT;TOPP1,PROTEIN PHOSPHATASE 1;type one protein phosphatase 1
AT1G77160.1,-4.201342244375113,1.2016471344913833,-1.323637578811562,27.80617649452716,9.161476940136338e-7,1.5762618952506977e-5,AT1G77160,NA,NA
AT5G41300.1,-1.367204927481833,-0.5170853987592811,0.2725444242614814,27.71968231262914,9.566376423629052e-7,1.6450838310480214e-5,AT5G41300,NA,NA
AT2G18700.1,-1.4528333351288478,2.3339258916469743,5.844817340463588,27.713788315663848,9.594610102304358e-7,1.6490950826477292e-5,AT2G18700,ATTPS11;ATTPSB;TPS11;TPS11,trehalose phosphatase/synthase 11;NA;trehalose phosphatase/synthase 11;TREHALOSE-6-PHOSPHATE SYNTHASE 11
AT1G01940.1,-0.041449577619724176,-0.6495580388538117,4.438589512361295,27.70987357467427,9.61340870093685e-7,1.6513232137427413e-5,AT1G01940,NA,NA
AT2G02800.1,-0.43178949006080053,-0.3164714502277947,6.091191226104047,27.7090429026328,9.617402325142982e-7,1.6513232137427413e-5,AT2G02800,APK2B;Kin2,protein kinase 2B;kinase 2
AT3G62410.1,-1.0245174770470673,0.2611266968893253,7.372975960274643,27.696860280231192,9.676163700871418e-7,1.6605641096868305e-5,AT3G62410,CP12;CP12-2,CP12 DOMAIN-CONTAINING PROTEIN 1;CP12 domain-containing protein 2
AT1G30160.2,1.2011578072211948,0.1671741619020331,0.3924922163804652,27.691728645142504,9.701022849839154e-7,1.663980448189358e-5,AT1G30160,NA,NA
AT3G15030.1,0.6547163731909715,-0.2686920741882923,6.953561190822372,27.687566823774148,9.72123083014387e-7,1.66659590997191e-5,AT3G15030,MEE35;TCP4,maternal effect embryo arrest 35;TCP family transcription factor 4
